gene,S15.8147.A1-logfc,S15.10848.A-logfc
OR10H3,0.344595851,0.838322299
OR10H4,0.490254683,0
OR10H5,0,0
OR1I1,0.259961622,0
OR1M1,0,0.483101237
OR2Z1,0.183649366,0
OR4F17,0.355561189,0.68902934
OR7A10,0.757351816,0.488383107
OR7A17,0.351493579,1.269063716
OR7A5,0.124404729,0.609802144
OR7C1,0.093031668,0.474130189
OR7C2,0.019904939,0
OR7D2,0.136916285,0.08154544
OR7D4,0,0
OR7E24,0.170926359,0
OR7G1,0.185304733,0
OR7G2,0.169701625,1.031160914
OR7G3,0,0.561743444
OSCAR,2.534610093,1.7789355
OVOL3,1.475900197,1.069462239
P2RY11,3.371859406,3.429484012
PAF1,3.769068602,3.96282147
PAFAH1B3,3.439122743,3.237242725
PAK4,2.121963131,2.164248908
PALM,1.173955294,1.953253627
PALM3,0.144688029,0.288349949
PAPL,0.373908881,3.025029025
PBX4,2.428110615,1.247910561
PCP2,0.466186523,0
PCSK4,0.29444199,0.563721827
PDCD2L,2.848156526,2.62415279
PDCD5,5.537743439,5.612910394
PDE4A,2.489202548,2.3072548
PDE4C,0.126322335,0.319787515
PEG3,0.456163321,0.71678254
PEPD,4.401288322,4.463856053
PET100,3.707925312,4.457060376
PEX11G,1.027450893,1.489257297
PGLS,4.750230509,4.208842098
PGLYRP1,1.53204452,1.693316459
PGLYRP2,0.3371615,0
PGPEP1,3.090945835,3.117862382
PHLDB3,1.588571459,2.549512533
PIAS4,3.06781341,2.979194184
PIH1D1,4.647484298,4.072531657
PIK3R2,2.957730164,3.074168712
PIN1,4.251019492,3.934972865
PINLYP,1.614749533,1.793322626
PIP5K1C,3.244219177,3.19283646
PKN1,4.868256062,4.914977184
PLA2G4C,2.462071184,3.690541445
PLAUR,3.407588406,4.637631194
PLD3,5.763953831,6.680822638
PLEKHA4,1.698362437,2.302701239
PLEKHF1,2.597779224,2.440180784
PLEKHG2,3.64260834,3.133061268
PLEKHJ1,4.39628186,4.212568718
PLIN3,3.934452928,4.927630587
PLIN4,2.262293118,1.353583278
PLIN5,0.36385017,0.466097763
PLK5,0,0
PLVAP,3.115385222,4.308665425
PNKP,4.059056343,3.259375037
PNMAL1,0.769642841,0.438181322
PNMAL2,0.507372114,0.774005373
PNPLA6,4.271529217,4.008464658
PODNL1,0.820285916,0.762282069
POLD1,3.869185952,3.314888974
POLR2E,4.548550658,4.409327698
POLR2I,3.473950152,3.86269429
POLRMT,2.636523982,1.865151015
POP4,3.267204712,3.848806192
POU2F2,1.502912665,2.335232467
PPAN,3.856883012,3.508420843
PPAN-P2RY11,3.694831269,3.566608832
PPAP2C,0.610145818,3.306096851
PPFIA3,0.903512571,1.006168231
PPM1N,1.487907937,0.149384827
PPP1R12C,4.334029634,4.376862869
PPP1R13L,1.295808913,2.652396958
PPP1R14A,0.227674133,0
PPP1R15A,4.060132264,5.167108353
PPP1R37,2.725884604,2.734969046
PPP2R1A,5.816420704,5.547660388
PPP5C,4.126517077,4.052141841
PPP5D1,0.143631861,0.436655574
PPP6R1,5.601972037,5.16873523
PRAM1,0.663479091,1.043364472
PRDX2,3.577976803,4.293643074
PRKACA,3.965863548,3.951995814
PRKCG,0.036559064,0
PRKCSH,4.971797512,5.338288589
PRKD2,4.411179242,4.056455011
PRMT1,6.156009787,5.423821758
PRODH2,0,0
PRPF31,4.209851975,4.622817267
PRR12,2.929134168,2.232411308
PRR19,1.269047687,2.005736726
PRR22,0.504695223,0.140765611
PRR24,1.768698765,2.615177284
PRRG2,0.297867474,0.237623142
PRSS57,0,0
PRTN3,0,0.18001064
PRX,0.773441164,0.777780062
PSENEN,3.757358215,4.728436949
PSG1,0.061030723,0.278632683
PSG11,0.166621795,0
PSG2,0.110191035,0
PSG3,0.132174395,0
PSG4,0.234579761,0.134203261
PSG5,0.107868255,0
PSG6,0.122100704,0.639735654
PSG7,0.359218213,0
PSG8,0,0.443306381
PSG9,0.017572234,0.020199257
PSMC4,5.005131287,4.583408439
PSMD8,5.660221007,5.945154147
PSPN,0.178518241,0
PTBP1,5.714463327,5.613670207
PTGER1,0.115087914,0
PTGIR,1.388378557,3.30691294
PTH2,0,0
PTOV1,4.459302048,4.146510224
PTPRH,0.351820749,0.498695861
PTPRS,3.354045908,3.301343427
PVR,2.65292691,2.663204308
PVRL2,2.812507018,3.649850014
QPCTL,1.941229405,1.523674222
QTRT1,3.735381425,3.157110369
R3HDM4,3.750009508,4.350268342
RAB11B,4.334137848,4.554723072
RAB3A,0.722929583,1.453353307
RAB3D,2.291813329,3.606939975
RAB4B,3.93980789,3.61919754
RAB8A,5.157864183,5.337066811
RABAC1,4.264420386,4.519129676
RAD23A,4.694902857,4.721556844
RANBP3,3.595485903,3.22804901
RASAL3,4.775536098,3.725099805
RASGRP4,1.568148772,3.040446645
RASIP1,1.190580079,1.168131594
RAVER1,3.527948227,2.439048804
RAX2,0.157427886,0
RBM42,4.015080047,3.702903534
RCN3,2.272300406,3.505075399
RDH13,2.09852475,1.961198457
RDH8,0.27978375,0.284592351
REEP6,1.095447026,0.50219325
RELB,4.931975092,4.858982286
RETN,0,0.474130189
REXO1,2.985527065,2.715182721
RFPL4A,0.693864336,1.160371016
RFX1,2.133165877,1.220532188
RFX2,2.220704607,2.146544977
RFXANK,3.983792557,3.873237134
RGL3,0.14658334,0.399250539
RGS9BP,0.062619262,0.256986504
RHPN2,0.543005812,1.801007537
RINL,3.668237392,2.595778769
RLN3,1.031857297,0
RNASEH2A,3.68045652,3.155420194
RNF126,3.325160955,3.59832942
RPL13A,8.06648671,7.699628991
RPL18,8.133361501,8.006402917
RPL18A,7.074496667,7.074406351
RPL28,5.25097681,4.870469979
RPL36,8.416387278,8.49665752
RPS11,9.507245069,9.321192067
RPS15,7.062745664,6.857723503
RPS16,8.236712168,8.380009106
RPS19,8.767524702,8.410429922
RPS28,5.225199199,2.977979274
RPS5,8.262898022,8.20363862
RPS9,8.083078528,8.474445792
RRAS,3.293486713,3.639445632
RSPH6A,0.127199705,0.537938001
RTBDN,0.045239798,0
RTN2,1.088927616,1.22744273
RUVBL2,4.688468081,4.928515853
RYR1,0.512759657,2.097685866
S1PR2,3.080463973,3.423275189
S1PR4,3.638808118,3.223675653
S1PR5,0.894244392,1.519614469
SAE1,5.222282387,5.162399439
SAFB,4.801719291,4.497534508
SAFB2,4.315162637,3.989844286
SAMD1,3.323268153,3.026969627
SAMD4B,3.840765312,3.513917783
SARS2,2.711025898,2.040919512
SBK2,0,0.840599963
SBNO2,5.274143361,4.826184992
SBSN,4.213896499,6.784363786
SCAF1,3.157072664,3.14983022
SCAMP4,2.918405088,3.264916418
SCGB2B2,0,0
SCN1B,1.352575773,1.478044215
SDHAF1,2.872934775,3.219238587
SELV,0,0.599024375
SEMA6B,1.25450122,2.217900679
SEPW1,5.122463264,5.409437249
SERTAD1,3.164111665,3.20815305
SERTAD3,3.31202107,2.561332449
SF3A2,4.272711021,4.324672023
SGK110,0,0.198266282
SGTA,3.545796518,3.347251213
SH2D3A,1.632359013,2.950819375
SH3GL1,3.382649026,3.476491342
SHANK1,0.049101439,0.153848556
SHC2,0.53769097,1.521861255
SHD,0.366329616,0.284392274
SHISA7,0.04530078,0.086931232
SHKBP1,4.60181703,4.697766537
SIGLEC10,1.873423358,2.892055523
SIGLEC11,0.39536476,0.161044343
SIGLEC12,0.548408148,2.432457808
SIGLEC14,3.005164993,3.336793911
SIGLEC5,2.14554397,2.704989918
SIGLEC6,1.468509261,0.873282284
SIGLEC7,1.927394455,1.60969071
SIGLEC8,0.601049735,0.108210115
SIGLEC9,2.660331755,2.342178306
SIGLECL1,0.104354316,0.61182408
SIN3B,3.624513114,3.053007943
SIPA1L3,2.571269855,2.085939438
SIRT6,2.879832074,2.478773405
SIX5,1.517252226,0.925996838
SLC17A7,0.536906754,0.107093201
SLC1A5,4.138087397,3.853138044
SLC1A6,0.386894745,0.513658222
SLC25A23,2.652293894,2.175092647
SLC25A41,0.337080452,0
SLC25A42,2.708437261,2.204028843
SLC27A1,2.563179365,2.592757658
SLC27A5,1.509867506,1.53127803
SLC35E1,3.89733287,3.946864197
SLC39A3,2.436413712,2.096089459
SLC44A2,4.279524012,4.188341474
SLC5A5,0.123072498,1.062778188
SLC6A16,2.196938769,1.41113107
SLC7A10,0.051559416,0
SLC7A9,0.303736727,0.574355817
SLC8A2,0.136282012,0
SMARCA4,4.948281989,4.415764232
SMG9,3.958005902,3.844773411
SNAPC2,1.760603104,1.620551028
SNRNP70,5.479483567,5.303676262
SNRPA,4.582128227,3.918892546
SNRPD2,6.142234107,6.173360372
SPACA4,0.178856307,0
SPC24,3.896846021,4.228670714
SPHK2,2.658651641,2.273510448
SPIB,3.155030825,2.490825602
SPINT2,4.027510271,6.513136593
SPPL2B,3.413756656,2.872150587
SPRED3,0.67312358,0.568654421
SPTBN4,0.336226126,0.078680938
SRRM5,1.939448331,2.023528937
SSBP4,3.861745462,3.316288906
SSC5D,1.069539996,1.190368699
STAP2,1.34585539,2.67272725
STK11,3.910009678,4.281187844
STRN4,4.117339713,4.061127294
STX10,4.454476071,4.049620778
STXBP2,4.659406504,4.356853493
SUGP1,3.432628178,3.162439738
SUGP2,5.367980438,4.50413555
SULT2A1,0.090090281,0
SULT2B1,1.015512253,3.489727856
SUPT5H,4.969479716,4.852099175
SUV420H2,2.228663387,1.730399226
SWSAP1,1.521537801,1.5880014
SYCE2,1.363718816,1.377266787
SYCN,0.339520297,0
SYDE1,1.212573016,1.607621041
SYMPK,5.085194858,4.200161649
SYNE4,1.36285947,0.323922075
SYNGR4,0.194847437,0.451772067
SYT3,0,0.025611785
SYT5,0.320651376,0.268447836
TARM1,0.139463295,0
TBC1D17,4.355830596,2.953226619
TBCB,4.641964232,4.827469852
TBXA2R,0.257687262,0.518144751
TCF3,3.693776559,3.22650039
TDRD12,0.241407954,0
TEAD2,1.862511654,2.131132656
TECR,3.330707955,3.459490601
TEX101,0.141262037,0.22895398
TFPT,3.201095579,2.869458191
TGFB1,4.778640556,4.553731607
TGFBR3L,0.12188988,0
THAP8,1.849817145,1.157316578
THEG,0,2.218824516
THEG5,0,0
THOP1,4.121562397,3.690518137
TICAM1,2.404207549,2.378404096
TIMM13,3.661027622,4.182880295
TIMM44,3.412998529,2.801499241
TIMM50,3.270420061,2.982428721
TJP3,0.357531889,0.297471686
TLE2,0.721154249,1.431787611
TLE6,0.205588114,0.307252541
TM6SF2,0.404495707,0.289972536
TMC4,1.024157149,1.178661003
TMED1,3.734450082,4.089579584
TMEM143,1.841062289,1.570623436
TMEM145,0,0
TMEM147,4.225200232,4.519411481
TMEM150B,2.248501714,2.347071389
TMEM160,3.030527712,2.917477089
TMEM161A,2.951735341,2.045085141
TMEM190,0.434986169,0.250241273
TMEM205,3.444926574,3.896710521
TMEM221,0.088788613,0.255847582
TMEM238,1.481984563,1.430076249
TMEM38A,0.346743476,0.840023404
TMEM59L,0.05095336,0.723907034
TMEM86B,3.128585902,1.879031456
TMEM91,2.292767108,1.854766254
TMIGD2,0.138867587,0.16886822
TMPRSS9,0.947461811,1.328726193
TNFAIP8L1,3.201131447,3.195788203
TNFSF14,3.927912343,3.05618027
TNFSF9,0.922148966,2.011214635
TNNI3,0,0.528375033
TNNT1,0.596873473,1.698970944
TNPO2,4.613573412,3.924143822
TOMM40,4.022496689,4.04827276
TPGS1,1.96038573,2.118549973
TPM4,6.430460437,6.962930378
TPRX1,0,0.384713428
TRAPPC5,4.235379879,4.972676587
TRAPPC6A,3.369544833,3.44684484
TRIM28,6.096435131,5.887320193
TRIP10,3.425481193,3.827377827
TRMT1,3.895845103,3.318418613
TRPM4,2.302062485,2.134990806
TSEN34,2.467335966,2.789846962
TSHZ3,1.957538291,2.518968912
TSKS,0.135331285,0
TSPAN16,0.127364947,0.141249632
TSSK6,1.458726821,0.474970065
TTC9B,0.083202745,0.172869375
TTYH1,1.620613101,1.244081535
TUBB4A,1.561800426,0.723883973
TULP2,0.341983039,0.231243031
TYK2,5.597763688,4.69713796
TYROBP,5.734111258,6.394854921
U2AF1L4,2.964905517,3.331255128
U2AF2,4.885279495,4.631058223
UBA2,5.743697409,5.530257375
UBA52,6.191036449,6.430462421
UBE2M,3.476880997,3.62780219
UBE2S,3.644406929,3.630130475
UBL5,6.138388422,6.368289791
UBXN6,4.652021037,4.514826487
UHRF1,3.960810471,3.469130809
UNC13A,0.917889429,0.908211711
UPF1,4.629828942,4.411325225
UPK1A,0.438391298,0.85289606
UQCR11,4.910041864,5.377252989
UQCRFS1,5.838728333,5.556090342
URI1,4.331666857,4.065231566
USE1,2.999190646,2.850593999
USF2,5.327413552,5.116145049
USHBP1,0.610077477,1.145061904
USP29,0.177631356,0
VASP,4.702068526,4.903051944
VAV1,5.355180807,5.071996685
VMAC,3.023019299,2.397795707
VN1R1,1.102837578,1.13539612
VN1R2,0.068934235,0
VN1R4,0,0.499304611
VRK3,3.466332878,3.474828392
VSIG10L,1.014900195,1.504438992
VSTM1,0.156648889,0.078377653
VSTM2B,0.091821766,0.201972372
WDR18,3.357668374,2.099423828
WDR62,2.88152021,2.137605495
WDR83,3.816515091,3.504099527
WDR83OS,5.290035801,5.139240095
WDR87,0.061078369,0.676941599
WDR88,1.784533594,0.798499636
WIZ,2.888776324,2.026993769
WTIP,1.467427521,1.802765697
XAB2,3.909693389,3.349020204
XRCC1,3.556053175,2.755269192
YIF1B,2.849476205,3.1745429
YIPF2,3.447974796,3.558746569
YJEFN3,2.158112334,0.861324987
ZBTB32,2.101418062,1.418260694
ZBTB45,2.214335093,1.677970778
ZBTB7A,2.846255787,3.095931047
ZC3H4,3.786967794,3.384003751
ZFP112,0.75352027,1.500290936
ZFP14,2.667659824,1.858267568
ZFP28,1.128271317,0.978114262
ZFP30,2.981390085,2.261844848
ZFP36,4.354078179,5.318916157
ZFP82,2.803904301,1.96070716
ZGLP1,1.170772642,1.032373019
ZIK1,1.708129071,2.025258553
ZIM2,0.166075625,0
ZIM3,0.068729621,0
ZNF100,2.797593774,2.697366726
ZNF101,4.999539179,3.679481977
ZNF114,0.451821484,0.593515727
ZNF121,4.60857311,4.448156342
ZNF132,1.870169268,1.446696907
ZNF134,3.507885294,3.30400133
ZNF135,1.367515101,0.877853682
ZNF136,3.29324791,3.057059782
ZNF14,3.020022092,2.459661906
ZNF146,4.773698553,4.391163343
ZNF154,3.105100644,1.848075085
ZNF155,2.071441124,2.197912325
ZNF160,4.124561794,3.67117174
ZNF17,3.20610156,2.255991431
ZNF175,2.051684361,1.876577126
ZNF177,0.816971843,0.690223683
ZNF180,2.495548243,2.226612298
ZNF181,2.867619918,2.068524836
ZNF20,1.373536128,2.191582735
ZNF208,0.819762755,0.342720208
ZNF211,3.119179046,2.436270979
ZNF221,1.039731406,1.593907852
ZNF222,1.947966971,1.745651011
ZNF223,1.636379192,1.88407823
ZNF224,4.083588903,4.072658109
ZNF225,2.264188567,1.756751851
ZNF226,3.539255598,3.23742882
ZNF227,3.425039884,3.173475991
ZNF229,0.618316841,0.818557459
ZNF230,1.708246394,1.689226947
ZNF233,1.817372606,0.840534556
ZNF234,2.780636728,1.947462825
ZNF235,2.895944896,1.957002218
ZNF253,3.660740726,2.327234318
ZNF254,3.254493845,2.120448021
ZNF256,2.53166429,1.924680248
ZNF257,2.043515396,1.063248712
ZNF260,3.125623358,2.556091058
ZNF264,3.627855407,3.333723865
ZNF266,4.872832561,4.203409802
ZNF274,3.013912791,3.14023829
ZNF28,3.19313151,2.815658612
ZNF283,1.511296113,1.347624182
ZNF284,1.828251433,1.396124773
ZNF285,0.369999961,1.480184805
ZNF296,1.251408122,1.144438539
ZNF30,1.985968975,0.918461003
ZNF302,3.880750604,3.021830106
ZNF304,2.816790437,2.80489286
ZNF317,3.844989483,4.001021359
ZNF320,1.867213669,2.14555247
ZNF324,3.144836724,2.645208923
ZNF324B,2.558618991,2.063041465
ZNF329,2.162000325,2.131451878
ZNF331,2.001719543,3.745574679
ZNF333,2.731775363,1.88386148
ZNF345,2.249348661,1.858453304
ZNF347,1.954801065,1.952694055
ZNF350,2.797288761,2.566128799
ZNF358,1.69335786,2.059176042
ZNF382,2.784115001,0.943474865
ZNF383,2.84085933,1.635554284
ZNF404,1.222111555,0.908463967
ZNF414,1.547297909,2.057364038
ZNF415,0.544209435,1.161053559
ZNF416,1.97706749,1.767987841
ZNF417,4.323250733,3.54615753
ZNF418,1.598311292,1.069029216
ZNF419,2.83067749,2.956925013
ZNF420,2.626204531,2.043743434
ZNF426,3.367974303,3.120658687
ZNF428,2.931330025,3.128398238
ZNF429,2.426774135,2.197859492
ZNF43,3.251737398,2.418193089
ZNF430,3.351799827,2.823079554
ZNF431,3.585140995,2.849851653
ZNF432,3.152579015,2.555738059
ZNF433,2.1901438,1.480943795
ZNF439,1.995403782,1.622627766
ZNF44,3.120513629,2.665586203
ZNF440,2.094928467,2.596079746
ZNF441,1.627697754,2.006151263
ZNF442,0.716478103,1.511083964
ZNF443,1.84588301,2.277572561
ZNF444,2.171855259,2.017742172
ZNF446,2.380992279,1.550856181
ZNF45,3.196655387,2.580054131
ZNF460,5.256993065,5.355371166
ZNF461,2.084201259,1.30762511
ZNF468,2.736862586,2.780385385
ZNF470,1.01151991,1.073775646
ZNF471,0.79971321,0.855834512
ZNF473,2.087049622,1.67792989
ZNF480,2.497022505,2.176677773
ZNF486,2.412284846,0.971592937
ZNF490,3.373063228,2.574522992
ZNF491,0.586788812,0.010389519
ZNF492,0.477486465,0.613192409
ZNF493,2.528149864,1.577700257
ZNF497,2.28101079,1.829738977
ZNF506,4.098162987,3.441368434
ZNF507,3.501542901,2.796849181
ZNF524,2.500148156,2.474895734
ZNF526,2.834236792,2.863546065
ZNF527,2.087722158,1.56538928
ZNF528,1.837527711,1.688836698
ZNF529,3.208173058,1.947941415
ZNF530,2.130924261,1.818462127
ZNF534,0.087684069,0
ZNF536,0.153612161,0.105578623
ZNF540,1.267258457,1.249768232
ZNF541,0.176283571,0.057078024
ZNF543,3.08434826,2.890678413
ZNF544,3.970057953,3.273121082
ZNF546,2.447940584,1.823330373
ZNF547,2.268286317,1.801472886
ZNF548,3.290754012,2.427341825
ZNF549,2.83185574,2.411773267
ZNF550,3.002086963,2.329342408
ZNF551,2.988588119,2.816920407
ZNF552,3.791175619,3.599165768
ZNF554,1.392513063,1.140738936
ZNF555,1.480581663,1.359301639
ZNF556,0.349766051,0
ZNF557,3.127745577,2.329677321
ZNF558,2.034675667,2.605327299
ZNF559,2.169307766,2.866753597
ZNF559-ZNF177,1.019167648,0.880571729
ZNF560,0.126099209,0.196517854
ZNF561,3.312292773,3.187664568
ZNF562,3.984759703,3.878427901
ZNF563,1.108748114,0.922428142
ZNF564,3.405621309,2.870387709
ZNF565,1.966715041,1.725530886
ZNF566,2.212306496,1.342284574
ZNF567,3.015826507,1.986398175
ZNF568,1.624182861,1.349396483
ZNF569,2.042080852,1.075845868
ZNF57,2.147607369,2.563343479
ZNF570,2.099364236,1.985499089
ZNF571,2.106510485,1.747450677
ZNF573,2.743460962,1.852072714
ZNF574,2.504238973,2.243705901
ZNF575,1.651305969,1.104934513
ZNF576,2.335667999,1.985195174
ZNF578,0.219270583,0.801158494
ZNF579,1.22871522,0.963952969
ZNF580,2.882931437,2.36651162
ZNF581,3.438942808,2.8533231
ZNF582,0.731714011,1.712748358
ZNF583,1.362767618,1.318896251
ZNF584,2.646666491,2.700949665
ZNF585A,3.034095145,2.275504836
ZNF585B,3.398084149,2.382066687
ZNF586,4.046466487,2.573443117
ZNF587,4.594783108,3.605411394
ZNF587B,4.122399527,3.446227959
ZNF599,0.912099105,0.92564021
ZNF600,2.637070216,3.14512603
ZNF606,1.491839147,1.604373665
ZNF607,2.368105843,1.450909427
ZNF610,0.59010607,0.556797965
ZNF611,3.69236872,2.971019977
ZNF613,2.086312803,1.835152995
ZNF614,2.955294064,2.029313433
ZNF615,2.391265612,1.686901051
ZNF616,2.573640327,2.346892361
ZNF626,2.558264551,0.993282774
ZNF627,2.276268691,2.994484488
ZNF628,1.1018791,1.117070307
ZNF649,2.474076078,2.443394358
ZNF653,1.466876296,1.97365456
ZNF665,0.534080734,0.934062818
ZNF667,0.524934987,0.777200652
ZNF671,3.494632563,2.532742171
ZNF675,3.02209159,2.526880441
ZNF676,0.373961551,0.467925376
ZNF677,0.717630569,0.676476322
ZNF681,1.765761849,1.336396458
ZNF682,3.140065151,1.649325552
ZNF69,1.037712077,2.203663736
ZNF699,2.559249907,2.785931621
ZNF700,4.255840975,4.096327507
ZNF701,2.027781033,2.23804615
ZNF708,3.861386578,2.968309044
ZNF709,0.953029114,0.790262822
ZNF71,1.336051091,2.092987724
ZNF714,2.312532284,2.226194094
ZNF726,1.468187116,0.287800915
ZNF728,0.122998738,0.361294306
ZNF729,0.064249905,0
ZNF737,3.441806669,1.524750543
ZNF749,2.146557446,1.607288299
ZNF761,3.494264954,2.434413059
ZNF763,1.667382666,1.003157808
ZNF765,3.27230213,3.235641067
ZNF766,3.493026435,2.996667634
ZNF77,2.544972121,1.792659417
ZNF772,1.744805521,1.451142862
ZNF773,2.286140859,2.672150908
ZNF776,3.498612662,2.91261807
ZNF780A,3.189117641,2.662443365
ZNF780B,3.649076115,2.444662442
ZNF781,1.254893748,0.308529502
ZNF784,1.906831926,1.512521516
ZNF787,2.534151738,2.881748703
ZNF790,3.236055322,2.307381084
ZNF791,4.101190096,3.236276115
ZNF792,3.153523303,2.062591686
ZNF793,1.616820776,1.382834758
ZNF799,1.608816701,2.44834485
ZNF8,3.02014194,3.146888778
ZNF805,2.876725267,2.772571454
ZNF808,3.815079221,3.818088755
ZNF812,0.1274393,0.55079274
ZNF813,2.0428328,2.023775583
ZNF814,3.650195364,2.625029495
ZNF816,2.774358854,2.563215278
ZNF816-ZNF321P,2.142546423,1.95011953
ZNF823,1.589297733,2.142361165
ZNF829,1.916580277,0.978923091
ZNF83,3.77310639,3.907346461
ZNF835,0.065243778,0.673222449
ZNF836,2.356098049,2.11891986
ZNF837,1.168099062,0.24393812
ZNF841,3.316407196,3.321369816
ZNF844,1.545320979,1.331090989
ZNF845,2.928694379,2.968839989
ZNF846,3.020409278,2.839048219
ZNF850,1.995825952,1.710001576
ZNF865,2.102186639,1.941657189
ZNF878,0.594659417,0.614441178
ZNF880,1.835792219,1.988088601
ZNF90,0.872124829,0.496411443
ZNF91,4.71604071,3.132070954
ZNF93,3.033836863,1.709978926
ZNF98,0.155033483,0
ZNF99,0.166268175,0.099432541
ZNRF4,0,0.474970065
ZSCAN1,0.175443286,0.241321031
ZSCAN18,1.703166545,1.756039522
ZSCAN22,1.900317395,1.804818062
ZSCAN4,0.11883733,0
ZSCAN5A,1.137233102,1.510501883
ZSCAN5B,0.211103986,0.249866911
ZSWIM4,2.447182254,2.31002773
ABLIM3,1.686456812,1.490103548
ACOT12,0.064445562,0.713910342
ACSL6,0.512998832,1.638640312
ACTBL2,0.186299869,0.264586543
ADAM19,5.880500844,3.768913913
ADAMTS12,2.227428749,3.242642438
ADAMTS16,0.39772876,0.246302336
ADAMTS19,0.140748495,0.293870939
ADAMTS2,3.757938361,4.724891178
ADAMTS6,1.213189587,1.597949448
ADCY2,0.274567023,0.79144569
ADRA1B,0,0.735543046
ADRB2,1.9084306,3.028568266
AFAP1L1,2.110536386,2.682445939
AFF4,4.558409631,4.633817336
AGGF1,4.126391407,3.865944716
AGXT2,0.198342753,0.582259924
AGXT2L2,4.864983682,4.60020473
AHRR,2.151231062,1.770897275
ALDH7A1,1.347293319,2.254841788
AMACR,2.065758411,2.409574013
ANKH,4.069928475,3.711847252
ANKHD1,5.379215321,4.942673457
ANKHD1-EIF4EBP3,5.374437865,4.969939389
ANKRA2,3.235430745,2.930020489
ANKRD31,0.288445672,1.164754945
ANKRD32,2.821916952,2.345989026
ANKRD33B,3.482089805,3.363249888
ANKRD34B,0.217817288,1.25316989
ANKRD55,1.210249017,0.718996132
ANXA2R,2.811131385,1.470060385
ANXA6,6.894527603,6.594301057
AP3B1,4.592285107,4.537587273
AP3S1,5.332038965,5.150646604
APBB3,3.049959315,2.690773734
APC,3.385121686,3.452108961
AQPEP,1.718870878,1.638238408
ARAP3,0.783048029,1.543848497
ARHGAP26,3.39550291,3.781954132
ARHGEF28,1.537202633,2.045788464
ARHGEF37,1.109079308,2.468493943
ARL10,2.899879754,2.643800062
ARL14EPL,0.489669708,0
ARL15,2.871900499,3.00055265
ARRDC3,3.917706525,4.602525388
ARSB,3.00203325,3.095547057
ARSI,0.672131021,0.91526872
ARSK,1.516424335,1.215622222
ATG10,2.343064708,1.954121494
ATOX1,6.122290617,6.608512988
ATP10B,1.299154713,1.646833447
ATP6AP1L,0.611764677,1.059598701
ATP6V0E1,6.868463439,6.856077582
B4GALT7,3.209074916,3.508167034
BASP1,5.009181458,5.002788905
BDP1,4.238841222,3.831167778
BHMT,0.411475162,0.325616662
BHMT2,1.280122466,1.1622741
BNIP1,2.328447453,2.846036254
BOD1,3.52588079,3.790321683
BRD8,3.836097863,3.122038868
BRIX1,3.995296796,4.01575491
BTF3,6.961704531,7.081412436
BTNL3,0.079804955,0.485927826
BTNL8,0.043605157,1.104700216
BTNL9,1.457483634,1.037694726
C1QTNF2,0.35524459,1.483997639
C1QTNF3,1.870267194,2.904047087
C5orf15,4.950274249,4.829552139
C5orf20,3.731584725,3.52603064
C5orf22,3.352967916,3.160272601
C5orf24,3.924995381,3.537363551
C5orf25,2.873847961,2.188177595
C5orf28,2.95829213,2.323413986
C5orf30,1.776133069,1.681151119
C5orf34,2.625490519,2.49974552
C5orf38,0.43130883,0.505428986
C5orf4,2.729240404,2.33175825
C5orf42,3.739831341,2.710644397
C5orf43,4.15157169,4.360434934
C5orf44,3.172123515,2.881213118
C5orf45,3.925876529,4.025180258
C5orf46,0.648056977,0.900866248
C5orf47,0.307130712,0.199658436
C5orf48,0,0
C5orf49,0,0.109070313
C5orf51,3.667149908,3.060447851
C5orf52,0,0
C5orf54,1.762450259,1.390016316
C5orf55,1.131789355,1.18634873
C5orf58,2.488596357,1.406476915
C5orf60,0.371015179,0.392098742
C5orf62,2.290612845,3.285968234
C5orf63,1.375852906,0.643960807
C5orf64,0.486272306,0.572999155
C5orf65,1.41954709,0.872445672
C6,0.237640559,0.203056882
C7,1.103006182,2.309680806
C9,0.260677703,0.614478933
CAMK2A,0.295319659,0.131488867
CAMK4,4.505863072,4.244787009
CAMLG,3.675033897,3.738709
CANX,6.963715554,7.039119331
CAPSL,0.286176897,0.179980833
CARD6,3.016234174,2.374986661
CARTPT,0,0.494238317
CAST,5.14927012,5.924713699
CATSPER3,1.275516541,1.35598146
CBY3,0.960946127,0.47377538
CCDC112,1.653772659,1.652689514
CCDC125,2.49527693,2.11816725
CCDC127,3.412997297,3.46170203
CCDC152,5.863675844,6.713164849
CCDC69,4.360452794,4.02255685
CCDC99,3.206245713,3.230684974
CCL28,0.753785778,2.462481237
CCNB1,5.019055429,4.959378852
CCNG1,5.395786561,4.98305381
CCNH,4.621205661,4.022377651
CCNI2,1.292011436,2.245947324
CCNJL,0.364197224,0.22274012
CCNO,0.257467364,0
CCT5,5.783636148,5.817135472
CD14,5.224263283,6.314946034
CD180,2.406724718,2.137738742
CD74,10.51113243,10.92257047
CDC20B,0.304650084,0.241485521
CDC23,3.750335435,3.758374341
CDC25C,1.990022222,2.490284622
CDC42SE2,6.572267248,5.512491809
CDH10,0.172303166,0.626076203
CDH12,0.168381788,0
CDH18,0.052582682,0.045086851
CDH6,0.600463671,1.161984575
CDH9,0.193252423,0.448375563
CDHR2,0.398610888,0.49286941
CDK7,3.594471187,4.014067982
CDKL3,0.666420563,1.196097162
CDKN2AIPNL,3.540695763,2.799776648
CDO1,0.708224015,0.300615662
